outcome,category,Level Change,sig_level,p_level,Slope Change,sig_slope,p_slope,rmse,n_obs,start_week,end_week
total_minutes,汽车 (非官媒),455.796626881163,,0.15275802975830208,43.43393844259577,***,0.0008477698775518628,720.1258258178306,88,2024-01-29,2025-09-29
average_minutes,汽车 (非官媒),17.4679957295917,***,0.005714985064841048,0.6963913713995348,***,0.0055529670700328075,14.039325886834398,88,2024-01-29,2025-09-29
time_share,汽车 (非官媒),0.0006058640100621103,,0.4622169136039326,0.00014294633706373085,***,3.320603280081989e-05,0.0018700681474474285,88,2024-01-29,2025-09-29
total_minutes,法律 (非官媒),44.9603174603173,,0.5624535256988675,31.738095238095063,,0.3610032028589268,33.97339450793127,10,2024-06-17,2025-09-29
average_minutes,法律 (非官媒),-8.06481481481483,,0.8503044673394237,-28.591269841269877,,0.1615364604657412,18.955282086764896,10,2024-06-17,2025-09-29
time_share,法律 (非官媒),8.124745182740129e-05,,0.7004901131256037,7.52408948748732e-05,,0.42580472293210614,9.322430087302376e-05,10,2024-06-17,2025-09-29
total_minutes,游戏 (官媒),-3.9777777777777814,,0.9089908162041711,0.0,,,18.081180838902654,7,2024-02-26,2025-02-17
average_minutes,游戏 (官媒),11.18888888888889,,0.7514470705623699,0.0,,,18.245102056584326,7,2024-02-26,2025-02-17
time_share,游戏 (官媒),-1.887295439489877e-05,,0.8375726395522135,0.0,,,4.774123104664492e-05,7,2024-02-26,2025-02-17
total_minutes,游戏 (非官媒),-701.5005881335439,,0.49671026973376387,-59.01323450884895,,0.1520140607012534,2342.7040824000305,88,2024-01-29,2025-09-29
average_minutes,游戏 (非官媒),-15.573814318196426,***,0.0001273931779263767,0.14600784644274994,,0.34573522674184387,8.836431638346841,88,2024-01-29,2025-09-29
time_share,游戏 (非官媒),-0.0022375306524821427,,0.4634124492545756,-5.726656755160289e-05,,0.636327083666588,0.006924931867395601,88,2024-01-29,2025-09-29
total_minutes,生活记录 (非官媒),-127.06978021978031,***,6.0498895980055213e-05,-7.203113553113564,**,0.03085955436377792,32.74706764184244,29,2024-02-26,2025-08-25
average_minutes,生活记录 (非官媒),-76.97820512820519,**,0.010484746910827365,-3.4496336996337114,,0.30830165000022247,34.50398698033186,29,2024-02-26,2025-08-25
time_share,生活记录 (非官媒),-0.0003511584602610968,***,1.088013232377596e-05,-1.539209541416308e-05,*,0.054925586281601775,7.951146234108777e-05,29,2024-02-26,2025-08-25
total_minutes,电商 (非官媒),475.24246786804906,*,0.05606868699066299,77.97910500352366,***,0.001939790608020213,378.46161193325764,58,2024-01-29,2025-09-29
average_minutes,电商 (非官媒),34.739545871871414,,0.2764777750747586,12.784078521146636,***,0.00013322056526919886,49.13334363721845,58,2024-01-29,2025-09-29
time_share,电商 (非官媒),0.0012230652686501444,*,0.06428115617358181,0.00023007165845377028,***,0.0006625111220432768,0.0010068004618077055,58,2024-01-29,2025-09-29
total_minutes,电影 (官媒),-344.275082760377,,0.1897300855008105,11.53023936847396,,0.8576179475656209,319.4527859875268,41,2024-02-19,2025-06-09
average_minutes,电影 (官媒),-0.36376580935406544,,0.9876280328381487,4.1068904531508394,,0.48111716830757634,28.883990215931078,41,2024-02-19,2025-06-09
time_share,电影 (官媒),-0.0008556189020829955,,0.20757761894637008,3.4192025970141647e-05,,0.8371640179524915,0.0008268832730707505,41,2024-02-19,2025-06-09
total_minutes,电影 (非官媒),925.3136827538481,*,0.08829865575123051,79.95671878642906,***,0.00032287687783740855,1223.2449035481463,88,2024-01-29,2025-09-29
average_minutes,电影 (非官媒),-20.06634123257212,***,0.007028076957067811,1.9716216589057642,***,1.223185687188307e-09,16.554347538662004,88,2024-01-29,2025-09-29
time_share,电影 (非官媒),0.0027454523183698476,*,0.08002991814630125,0.00026102270200710926,***,5.697087062554646e-05,0.003532215615403985,88,2024-01-29,2025-09-29
total_minutes,电影-华语电影 (非官媒),669.9534849920648,**,0.010657347544954381,15.900324696487456,,0.1254489730534442,581.6393840847142,87,2024-01-29,2025-09-29
average_minutes,电影-华语电影 (非官媒),6.9858004399478455,,0.6190082932688941,1.2664563187243578,**,0.02652511857476767,31.748717768215304,87,2024-01-29,2025-09-29
time_share,电影-华语电影 (非官媒),0.0018403306850434298,**,0.01977250036227613,7.007625268690955e-05,**,0.02650811534382085,0.0017565337427162355,87,2024-01-29,2025-09-29
total_minutes,电影-日本电影 (非官媒),7.999999999999957,,0.9221300513242853,42.16666666666646,,0.5032754635560718,12.04989626511365,5,2024-08-05,2025-06-23
average_minutes,电影-日本电影 (非官媒),12.638888888888829,,0.7937279127780588,28.249999999999808,,0.45656980350612364,6.96824809270461,5,2024-08-05,2025-06-23
time_share,电影-日本电影 (非官媒),1.9642661373088564e-05,,0.9294161142809977,0.00011450374702483942,,0.5027720086274836,3.266982462185723e-05,5,2024-08-05,2025-06-23
total_minutes,电影-美国电影 (非官媒),8.61155671800828,,0.9199785651689307,-1.0533626368303897,,0.8140586518355158,168.26297705944125,67,2024-01-29,2025-09-29
average_minutes,电影-美国电影 (非官媒),-67.91431607963872,***,0.0008254047677116835,-2.210974429289527,**,0.032278776111086746,38.09874733301508,67,2024-01-29,2025-09-29
time_share,电影-美国电影 (非官媒),-0.00011071432647187956,,0.6227081526388599,-9.634415207647325e-07,,0.9346157491009724,0.00044129128595685077,67,2024-01-29,2025-09-29
total_minutes,电视剧 (官媒),240.87671957671913,**,0.04387853165324396,17.423923285789378,**,0.010529430396762332,221.85043740022917,63,2024-01-29,2025-09-22
average_minutes,电视剧 (官媒),4.4779440665154375,,0.8319252927721255,3.927401412672345,***,0.0015651399156712202,39.842473111979565,63,2024-01-29,2025-09-22
time_share,电视剧 (官媒),0.001149910932237519,**,0.04679927048524607,0.00010690722454334918,***,0.0014191518887982139,0.0010740417208505793,63,2024-01-29,2025-09-22
total_minutes,电视剧 (非官媒),3752.6519460301,***,0.00013320052222257715,280.8607721159802,***,4.874333976426391e-11,2135.8899117979954,88,2024-01-29,2025-09-29
average_minutes,电视剧 (非官媒),5.536215955114343,,0.2902474855234799,2.4203173017424673,***,2.396052877194215e-19,11.85869300122078,88,2024-01-29,2025-09-29
time_share,电视剧 (非官媒),0.011056018692519952,***,1.7619809233533016e-06,0.0009768365841799627,***,8.452238069556089e-19,0.0049036239966608955,88,2024-01-29,2025-09-29
total_minutes,电视剧-国产剧 (非官媒),1347.6757740875244,**,0.04726684311113559,-278.49960552935835,***,6.576935685205761e-17,1525.8922605460748,88,2024-01-29,2025-09-29
average_minutes,电视剧-国产剧 (非官媒),19.973275814943356,**,0.013148522447147419,2.498401571254137,***,6.724993930433345e-12,17.972206841887136,88,2024-01-29,2025-09-29
time_share,电视剧-国产剧 (非官媒),0.0020860803263144526,,0.1518037626371965,-0.0007112880946736481,***,1.0604769066707466e-20,0.003288099625829411,88,2024-01-29,2025-09-29
total_minutes,电视剧-韩剧 (非官媒),632.0507936507936,***,0.003122624990924724,-15.201221001221057,,0.5986859907240856,201.89955373703313,24,2024-02-05,2025-05-19
average_minutes,电视剧-韩剧 (非官媒),137.2666666666667,**,0.030703960585534245,2.8561034203891027,,0.7520942148674852,63.34603931253115,24,2024-02-05,2025-05-19
time_share,电视剧-韩剧 (非官媒),0.001713609760378573,***,0.004283431467286448,-4.5089725260787754e-05,,0.5809657854181662,0.00057080471554546,24,2024-02-05,2025-05-19
total_minutes,直播 (非官媒),173.67857142857144,,0.14556936248732372,-24.48809523809519,,0.7071035542882103,32.1479645168237,9,2024-07-01,2025-09-22
average_minutes,直播 (非官媒),173.67857142857144,,0.14556936248732372,-24.48809523809519,,0.7071035542882103,32.1479645168237,9,2024-07-01,2025-09-22
time_share,直播 (非官媒),0.0004215907276755172,,0.14480986483016345,-5.852031682204255e-05,,0.7107399690735383,7.785317621626227e-05,9,2024-07-01,2025-09-22
total_minutes,社会 (官媒),22828.93828489881,***,3.16167434059372e-06,-2046.036082836153,***,1.7694396289592784e-18,10420.11257891326,88,2024-01-29,2025-09-29
average_minutes,社会 (官媒),6.942517910902593,,0.12598331974157698,0.6287318362308192,***,0.0006923141029185107,10.240707160185787,88,2024-01-29,2025-09-29
time_share,社会 (官媒),0.03519315564536199,***,0.0025116489002689566,-0.004842452858786912,***,1.5406348353597212e-17,0.025751018434288547,88,2024-01-29,2025-09-29
total_minutes,社会 (非官媒),-3885.7776682235053,,0.15857138056394382,288.0420270515601,***,0.009500813950791739,6227.242240612373,88,2024-01-29,2025-09-29
average_minutes,社会 (非官媒),7.856581023370182,,0.10977421296393461,2.230146142887457,***,4.98183206642057e-19,11.081255270383798,88,2024-01-29,2025-09-29
time_share,社会 (非官媒),-0.008169596467400248,*,0.0968758145096209,0.0016156173075064899,***,1.1609267020232964e-12,0.01109285275402599,88,2024-01-29,2025-09-29
total_minutes,科技 (官媒),-363.9257703081229,*,0.09051973806054264,-48.03880288957701,***,0.004429221233605501,367.75563739635305,55,2024-01-29,2025-08-25
average_minutes,科技 (官媒),-44.785580206441495,,0.23116641189724457,-1.8470055188067331,,0.5163502681434369,64.43538271686738,55,2024-01-29,2025-08-25
time_share,科技 (官媒),-0.0006335603581673554,,0.32759384322239504,-0.00013256140770775239,***,0.009274561026571544,0.0011175132325910758,55,2024-01-29,2025-08-25
total_minutes,科技 (非官媒),-696.2739254304474,***,1.78807165328424e-06,6.012947362523206,,0.28138212456182493,302.8752005462026,85,2024-01-29,2025-09-29
average_minutes,科技 (非官媒),-34.833340155550324,**,0.013622876636235784,1.0448166521071567,*,0.06877814440903103,30.94333552140899,85,2024-01-29,2025-09-29
time_share,科技 (非官媒),-0.001958045783706328,***,1.916258367338536e-07,2.3098123978307616e-05,,0.10531099177347603,0.0007703036586565033,85,2024-01-29,2025-09-29
total_minutes,科普 (官媒),1381.9042812662165,***,0.002891412705660063,-0.1437299420570124,,0.9936079428532442,1026.5055468029923,88,2024-01-29,2025-09-29
average_minutes,科普 (官媒),30.235718480577248,**,0.021458349205126334,1.437057089203985,***,0.006268149560282174,29.411062863796467,88,2024-01-29,2025-09-29
time_share,科普 (官媒),0.003057314934106405,***,0.006672119134453026,1.929258812051043e-05,,0.6597037306548278,0.0025054592025323566,88,2024-01-29,2025-09-29
total_minutes,科普 (非官媒),-207.72138123314576,**,0.04132152226732943,8.091032909299205,*,0.09517897072963753,206.2817781548756,73,2024-01-29,2025-09-29
average_minutes,科普 (非官媒),-68.73855993135399,***,1.2444166516451062e-05,1.2228561726494163,*,0.08453430538208521,30.138649382463473,73,2024-01-29,2025-09-29
time_share,科普 (非官媒),-0.000565127366146439,**,0.034482543347653896,2.3393340231704102e-05,*,0.06637281771930095,0.0005409306946062725,73,2024-01-29,2025-09-29
total_minutes,综艺 (官媒),-2965.4909487977866,***,0.00015403371275284224,85.86506216552166,***,0.0049088055790476506,1705.349947452406,88,2024-01-29,2025-09-29
average_minutes,综艺 (官媒),-3.5449467436947253,,0.727248409731519,1.57391958476641,***,0.00018560764084591804,23.09303772268142,88,2024-01-29,2025-09-29
time_share,综艺 (官媒),-0.009292309473539222,***,0.00023440902862689432,0.00034098662000030093,***,0.000632023363586658,0.005510654826089747,88,2024-01-29,2025-09-29
total_minutes,综艺 (非官媒),1431.7337528109322,*,0.08719932355838605,107.6565551802269,***,0.0015329830145832575,1886.0570806070023,88,2024-01-29,2025-09-29
average_minutes,综艺 (非官媒),36.37692248643812,***,2.8670913381841833e-06,1.7326079267015189,***,4.467383520545581e-08,16.523040361164348,88,2024-01-29,2025-09-29
time_share,综艺 (非官媒),0.0031462466951133936,,0.12147035679954546,0.00042290259038339274,***,9.431919103030107e-07,0.0045847227809006665,88,2024-01-29,2025-09-29
total_minutes,综艺-内地综艺 (官媒),1098.3447366488983,***,9.722139327445702e-07,-7.852958872709242,,0.3861072703756343,450.34552370430004,82,2024-01-29,2025-09-22
average_minutes,综艺-内地综艺 (官媒),19.210572208451133,,0.3440751677940369,-0.027412516709657497,,0.9752402153464044,44.00516057484198,82,2024-01-29,2025-09-22
time_share,综艺-内地综艺 (官媒),0.002774882623744766,***,3.2847424357537326e-06,-2.092907206996992e-05,,0.38884224308703796,0.001207193728853602,82,2024-01-29,2025-09-22
total_minutes,综艺-内地综艺 (非官媒),-1410.4409574468098,**,0.027700511370811982,46.12785815280476,*,0.06863804301611888,1435.162291959514,88,2024-01-29,2025-09-29
average_minutes,综艺-内地综艺 (非官媒),-1.5688689264948779,,0.87473147950078,2.4170309667804117,***,2.715533851540261e-08,22.617651540830092,88,2024-01-29,2025-09-29
time_share,综艺-内地综艺 (非官媒),-0.003672860470981947,**,0.01772697718519242,0.00015798685159804034,**,0.010456505329803807,0.0034615397598836235,88,2024-01-29,2025-09-29
total_minutes,美图 (非官媒),53.99523809523807,,0.21494671224921688,8.739097744360889,*,0.05493699630367581,57.87879452950009,35,2024-01-29,2025-09-22
average_minutes,美图 (非官媒),22.646031746031717,,0.2830368661377113,3.138941102756887,,0.15053334069243857,28.130124270516802,35,2024-01-29,2025-09-22
time_share,美图 (非官媒),0.00016986989311862009,,0.14454173799168743,3.3936357446168674e-05,***,0.006616393911644491,0.00015400317901594177,35,2024-01-29,2025-09-22
total_minutes,美妆 (非官媒),582.8319801493535,***,6.552472668800236e-06,-21.75326272828527,***,0.00021983907976917805,251.573184199349,76,2024-01-29,2025-09-29
average_minutes,美妆 (非官媒),21.35371136239315,,0.29203197238690215,-3.0277292355261793,***,0.0018872446633032341,42.23802205095137,76,2024-01-29,2025-09-29
time_share,美妆 (非官媒),0.0015037920023738935,***,6.191617112741031e-06,-5.419126252694787e-05,***,0.0003324973245685205,0.000647114690485852,76,2024-01-29,2025-09-29
total_minutes,美食 (官媒),95.59941520467827,,0.5692678313590354,-25.710715514275943,,0.6560500707027876,114.23950840512411,22,2024-05-06,2025-09-08
average_minutes,美食 (官媒),90.65906432748532,,0.42162014348400934,-32.61381148950814,,0.40147843235132696,76.37318545689683,22,2024-05-06,2025-09-08
time_share,美食 (官媒),0.0002479189294546156,,0.5684014447985157,-6.74740418192183e-05,,0.6514928989413273,0.00029558897582925513,22,2024-05-06,2025-09-08
total_minutes,美食 (非官媒),451.47753548621426,***,0.0014589635133124075,1.9934414362453665,,0.7282867305231832,305.2209906915403,85,2024-01-29,2025-09-29
average_minutes,美食 (非官媒),60.09233637209911,***,0.0068873197734322785,0.9856473764622634,,0.27905980234305333,48.278069099526,85,2024-01-29,2025-09-29
time_share,美食 (非官媒),0.0011018010442835372,***,0.0023768554293497127,1.012551149983682e-05,,0.49169092763961775,0.0007824203152903457,85,2024-01-29,2025-09-29
total_minutes,职场 (官媒),91.23405797101461,*,0.059490440265184553,4.62671277997367,,0.32854598316482586,65.38179474023855,38,2024-02-19,2025-08-04
average_minutes,职场 (官媒),54.450000000000074,**,0.01805630262837341,5.006711133069846,**,0.028326706110799547,30.62201841950916,38,2024-02-19,2025-08-04
time_share,职场 (官媒),0.00021137004568927537,*,0.07157529294996547,1.1166333086504619e-05,,0.33156520565268766,0.00015879787519102332,38,2024-02-19,2025-08-04
total_minutes,职场 (非官媒),21.19444444444443,,0.7357095790257505,-65.27936507936508,**,0.01358811936880918,35.761095668391924,12,2024-03-18,2025-09-01
average_minutes,职场 (非官媒),24.777777777777757,,0.5356187030491402,-55.03531746031746,***,0.002968432983166755,22.57849830609595,12,2024-03-18,2025-09-01
time_share,职场 (非官媒),4.0139716511975745e-05,,0.8036545678982067,-0.0001608627614361522,**,0.016706312165117112,9.210820887905622e-05,12,2024-03-18,2025-09-01
total_minutes,育儿 (非官媒),55.279310344827785,,0.6711303734031109,6.225451559934408,,0.8669167409556555,109.14183857231602,34,2024-02-12,2025-09-29
average_minutes,育儿 (非官媒),-43.611973180076475,,0.23140066531104966,-9.89844006568138,,0.3396284802350007,30.22666255202498,34,2024-02-12,2025-09-29
time_share,育儿 (非官媒),0.00011672836961327424,,0.7111705754741999,2.646180816544305e-05,,0.7688171286086095,0.0002643657896450446,34,2024-02-12,2025-09-29
total_minutes,艺术 (非官媒),5.353030303030238,,0.9130447224249585,-33.84696969696973,**,0.027639932559876384,34.12328337093996,15,2024-05-27,2025-08-04
average_minutes,艺术 (非官媒),-62.90681818181834,,0.1680477471395704,-38.70681818181823,***,0.007593991242126491,30.36179352232433,15,2024-05-27,2025-08-04
time_share,艺术 (非官媒),2.6201701777916597e-05,,0.8388558317538285,-8.960814136429099e-05,**,0.026664610285035525,8.962674585534564e-05,15,2024-05-27,2025-08-04
total_minutes,艺术-戏剧 (官媒),-144.96666666666678,,0.3307179068314763,-92.96666666666664,,0.21988483302128828,47.0598571898615,7,2024-03-04,2025-09-01
average_minutes,艺术-戏剧 (官媒),-144.96666666666678,,0.3307179068314763,-92.96666666666664,,0.21988483302128828,47.0598571898615,7,2024-03-04,2025-09-01
time_share,艺术-戏剧 (官媒),-0.0003745857182046108,,0.3237066926339565,-0.00024046240979755043,,0.2134920159753637,0.00011951667405735865,7,2024-03-04,2025-09-01
total_minutes,艺术-戏剧 (非官媒),-57.72222222222223,,0.26910560114073484,-24.5000000000002,,0.38614336679628697,4.80778689365646,5,2024-06-03,2025-09-22
average_minutes,艺术-戏剧 (非官媒),-57.72222222222223,,0.26910560114073484,-24.5000000000002,,0.38614336679628697,4.80778689365646,5,2024-06-03,2025-09-22
time_share,艺术-戏剧 (非官媒),-0.00014430061700971094,,0.2728199015393583,-4.57609202618113e-05,,0.4813711457164435,1.2206986190961286e-05,5,2024-06-03,2025-09-22
total_minutes,萌宠 (非官媒),-131.32248900293263,*,0.08574740117456903,15.56476302397791,***,0.0003279063230186937,145.59892079629674,64,2024-01-29,2025-09-29
average_minutes,萌宠 (非官媒),-33.19056640231039,**,0.01849798317142304,2.0038612481894025,***,0.00921310930752342,26.549517361730356,64,2024-01-29,2025-09-29
time_share,萌宠 (非官媒),-0.0003193205662455627,*,0.0946832891624911,4.744680838377994e-05,***,1.909124178619051e-05,0.0003642532337122657,64,2024-01-29,2025-09-29
total_minutes,读书 (非官媒),-57.69200407435682,,0.45062324508410134,15.037927631867799,***,0.001082888977701976,142.17559486431753,61,2024-01-29,2025-09-22
average_minutes,读书 (非官媒),-38.49748889454765,,0.22508831407275867,3.4518247467917895,*,0.06084269067316436,58.76155907484404,61,2024-01-29,2025-09-22
time_share,读书 (非官媒),-0.00021836323387500233,,0.2855077445339783,4.2840133976204605e-05,***,0.0005210788673771738,0.0003791357764610268,61,2024-01-29,2025-09-22
total_minutes,财经 (官媒),24.59958917142245,,0.9475385679872949,-114.03852927398742,***,2.39511813391121e-11,849.7670767942958,88,2024-01-29,2025-09-29
average_minutes,财经 (官媒),7.981607062257675,,0.3294842874045997,0.17525565717045238,,0.5891571348805613,18.55120641005228,88,2024-01-29,2025-09-29
time_share,财经 (官媒),-0.0003898537307825806,,0.6779502669478641,-0.0002741095539390765,***,1.0620563221246144e-10,0.002132783223920286,88,2024-01-29,2025-09-29
total_minutes,财经 (非官媒),-1203.7115204981856,**,0.015016408442995462,-2.364550718191628,,0.9025728409212109,1105.1596362426333,88,2024-01-29,2025-09-29
average_minutes,财经 (非官媒),-10.3115482586536,,0.21146527925752587,0.5011791263094048,,0.12718705688850576,18.6694364521575,88,2024-01-29,2025-09-29
time_share,财经 (非官媒),-0.0029144162215531217,**,0.015858201946424778,6.963524819777759e-05,,0.14239180987228134,0.0026985737470891467,88,2024-01-29,2025-09-29
total_minutes,财经-产业公司 (非官媒),-87.29024945073155,,0.4193853391566955,-14.451672159349972,,0.12539961243604356,175.93064641235742,60,2024-06-17,2025-09-22
average_minutes,财经-产业公司 (非官媒),1.9553674817355162,,0.9498609331360255,2.3983509283440894,,0.37465069059941447,50.75572929798952,60,2024-06-17,2025-09-22
time_share,财经-产业公司 (非官媒),-0.00031351504400517884,,0.3087038743547844,-4.554728687114266e-05,*,0.09022686374890584,0.0005003725453994203,60,2024-06-17,2025-09-22
total_minutes,财经-其他 (非官媒),6.336507936507957,,0.9565495432247118,35.67489177489175,,0.25940076944894475,102.786340008159,17,2024-02-26,2025-02-17
average_minutes,财经-其他 (非官媒),-12.84834054834053,,0.74306007930544,4.164790764790757,,0.6889340177421988,34.56895446187406,17,2024-02-26,2025-02-17
time_share,财经-其他 (非官媒),4.3316329750183285e-05,,0.8911350316074947,8.077046319004825e-05,,0.34425847028526546,0.00027961980154492,17,2024-02-26,2025-02-17
total_minutes,财经-宏观经济 (官媒),124.57992202729022,,0.10916927486537344,2.5189198486410476,,0.9396367948245479,41.61807008736489,21,2024-07-22,2025-09-08
average_minutes,财经-宏观经济 (官媒),50.66520467836239,,0.3121302610166609,9.880890952872267,,0.6536132957117707,27.467966976397804,21,2024-07-22,2025-09-08
time_share,财经-宏观经济 (官媒),0.00029756148599224125,,0.12197979680580054,3.677066587767888e-06,,0.9644560504247882,0.00010324556887667289,21,2024-07-22,2025-09-08
total_minutes,运动健身 (官媒),-564.7969230769229,***,2.1410723547954817e-06,-115.0744988344988,***,3.0316518179624525e-09,116.53634098858076,35,2024-04-15,2025-09-29
average_minutes,运动健身 (官媒),-7.3162735042734255,,0.8826860006511121,-24.509667443667432,***,0.0016396814502055365,58.89495574100495,35,2024-04-15,2025-09-29
time_share,运动健身 (官媒),-0.0020015726031318514,***,6.10795093951643e-06,-0.00036208781289697313,***,1.2573640895817958e-07,0.00044080479729859806,35,2024-04-15,2025-09-29
total_minutes,运动健身 (非官媒),-52.24385964912279,,0.13699621806143236,3.543984962406017,,0.25433488426803397,50.75219420656874,39,2024-02-26,2025-09-29
average_minutes,运动健身 (非官媒),-49.71643274853801,***,0.006645019065389458,-1.9957839042049583,,0.20197746683406592,25.47231196786917,39,2024-02-26,2025-09-29
time_share,运动健身 (非官媒),-0.00014254091786219107,,0.1323489632314147,1.5338345627343587e-05,*,0.07113896966808408,0.00013677691482379673,39,2024-02-26,2025-09-29
total_minutes,音乐 (非官媒),-518.2509557170044,,0.24282093280443656,-0.4421539128503307,,0.9799063343574564,1004.4469198288697,88,2024-01-29,2025-09-29
average_minutes,音乐 (非官媒),6.941538720431426,,0.3325086119261028,0.34600525690540773,,0.22475087852620246,16.235630221154512,88,2024-01-29,2025-09-29
time_share,音乐 (非官媒),-0.0019906711393755014,*,0.06581590780061264,1.993060005487213e-05,,0.6397299753732484,0.0024346602380881273,88,2024-01-29,2025-09-29
total_minutes,音乐-其他 (非官媒),29.504662004662013,,0.5371898330162075,-13.727661227661219,,0.12301817749747652,37.269218407245255,13,2024-08-19,2025-09-15
average_minutes,音乐-其他 (非官媒),26.89015151515152,,0.5232519563975768,-14.114898989898983,*,0.07751216011062538,32.81174474346942,13,2024-08-19,2025-09-15
time_share,音乐-其他 (非官媒),4.728591033893924e-05,,0.725851551552277,-1.9179580297731167e-05,,0.4265623668863987,0.0001058231769802269,13,2024-08-19,2025-09-15
total_minutes,音乐-华语音乐 (非官媒),231.77570921985816,,0.15958639000645491,9.634830070878966,,0.14131081970755585,372.35376981273646,88,2024-01-29,2025-09-29
average_minutes,音乐-华语音乐 (非官媒),-2.9447215894698804,,0.7845984546149984,0.32835265907304595,,0.44365551517019064,24.482098458165673,88,2024-01-29,2025-09-29
time_share,音乐-华语音乐 (非官媒),0.0005295538179283318,,0.23890128004148836,5.206633229357458e-05,***,0.0042911130126162865,0.001017767108716494,88,2024-01-29,2025-09-29
total_minutes,音乐-日韩音乐 (非官媒),-548.487637435006,***,0.00854795689434334,18.122089874721503,*,0.05830879333468799,427.2741180712036,75,2024-01-29,2025-08-25
average_minutes,音乐-日韩音乐 (非官媒),-84.60799669494003,***,0.0001148278459103458,2.479001851893703,**,0.012060734506618145,43.656219782815796,75,2024-01-29,2025-08-25
time_share,音乐-日韩音乐 (非官媒),-0.001087157299212271,,0.11223720984226368,8.142262751315351e-05,**,0.011528296257086892,0.0014244496824323562,75,2024-01-29,2025-08-25
total_minutes,音乐-欧美音乐 (非官媒),-56.983333333333235,,0.4375043658285072,-185.51666666666665,*,0.06208094680243106,28.816544795798368,7,2024-02-12,2025-05-26
average_minutes,音乐-欧美音乐 (非官媒),-56.983333333333235,,0.4375043658285072,-185.51666666666665,*,0.06208094680243106,28.816544795798368,7,2024-02-12,2025-05-26
time_share,音乐-欧美音乐 (非官媒),-0.00015314737441004636,,0.46928574150435975,-0.0005340177940932813,*,0.06348821268334033,8.374261307422855e-05,7,2024-02-12,2025-05-26
